REFILL 0 1 0 0 6 MTH00655 GEL B-DES
5.25*EXP. 0 0 0 0 9 RR 10/BX I-DES
10/BX 0 0 0 1 5 5.25*EXP. 1 I-DES
1 1 0 0 0 1 10/BX BX QTY
BX 0 1 1 1 2 1 14.99 UM
14.99 1 0 0 1 5 BX 14.99 PRICE
14.99 1 0 1 0 5 14.99 . PRICE

SMD74390 0 0 0 0 8 . PCKET ITEM
PCKET 0 1 0 0 5 SMD74390 LGL5.25EXP B-DES
LGL5.25EXP 0 0 0 0 10 PCKET TUFF I-DES
TUFF 0 1 0 0 4 LGL5.25EXP RD I-DES
RD 0 1 0 1 2 TUFF 1 I-DES
1 1 0 0 0 1 RD BX QTY
BX 0 1 1 1 2 1 45.99 UM
45.99 1 0 0 1 5 BX 45.99 PRICE
45.99 1 0 1 0 5 45.99 . PRICE

ACC72385 0 0 0 0 8 . CLIPS ITEM
CLIPS 0 1 0 0 5 ACC72385 NON-SKID.#1 B-DES
NON-SKID.#1 0 0 0 0 11 CLIPS 1M/PK I-DES
1M/PK 0 0 0 1 5 NON-SKID.#1 5 I-DES
5 1 0 0 0 1 1M/PK PK QTY
PK 0 1 1 1 2 5 5.99 UM
5.99 1 0 0 1 4 PK 29.95 PRICE
29.95 1 0 1 0 5 5.99 . PRICE

PERR11476903 0 0 0 0 12 . WATER.ECO ITEM
WATER.ECO 0 0 0 0 9 PERR11476903 POLAND B-DES
POLAND 0 1 0 0 6 WATER.ECO SPRING I-DES
SPRING 0 1 0 0 6 POLAND 112L.24/CT I-DES
112L.24/CT 0 0 0 1 10 SPRING 5 I-DES
5 1 0 0 0 1 112L.24/CT CT QTY
CT 0 1 1 1 2 5 8.99 UM
8.99 1 0 0 1 4 CT 44.95 PRICE
44.95 1 0 1 0 5 8.99 . PRICE

DXESXP9PATHPK 0 0 0 0 13 . PLATE ITEM
PLATE 0 1 0 0 5 DXESXP9PATHPK PAPER B-DES
PAPER 0 1 0 0 5 PLATE ULTRA.8.5" I-DES
ULTRA.8.5" 0 0 0 0 10 PAPER PATHWAYS I-DES
PATHWAYS 0 1 0 0 8 ULTRA.8.5" 125/PK I-DES
125/PK 0 0 0 1 6 PATHWAYS 1 I-DES
1 1 0 0 0 1 125/PK PK QTY
PK 0 1 1 1 2 1 21.99 UM
21.99 1 0 0 1 5 PK 21.99 PRICE
21.99 1 0 1 0 5 21.99 . PRICE

DA01602 0 0 0 0 7 . CLEANER ITEM
CLEANER 0 1 0 0 7 DA01602 SOFT B-DES
SOFT 0 1 0 0 4 CLEANER SCRUB I-DES
SCRUB 0 1 0 0 5 SOFT 9/24OZ I-DES
9/24OZ 0 0 0 1 6 SCRUB 1 I-DES
1 1 0 0 0 1 9/24OZ CT QTY
CT 0 1 1 1 2 1 44.99 UM
44.99 1 0 0 1 5 CT 44.99 PRICE
44.99 1 0 1 0 5 44.99 . PRICE

WBIHAB6DK50 0 0 0 0 11 . LINER ITEM
LINER 0 1 0 0 5 WBIHAB6DK50 13GL B-DES
13GL 0 0 0 0 4 LINER DRWST I-DES
DRWST 0 1 0 0 5 13GL 50/BX I-DES
50/BX 0 0 0 0 5 DRWST WE I-DES
WE 0 1 0 1 2 50/BX 2 I-DES
2 1 0 0 0 1 WE BX QTY
BX 0 1 1 1 2 2 12.99 UM
12.99 1 0 0 1 5 BX 25.98 PRICE
25.98 1 0 1 0 5 12.99 . PRICE

DXE5338CD 0 0 0 0 9 . CUP.HOT.8OZ ITEM
CUP.HOT.8OZ 0 0 0 0 11 DXE5338CD 1M/CT B-DES
1M/CT 0 0 0 1 5 CUP.HOT.8OZ 1 I-DES
1 1 0 0 0 1 1M/CT CT QTY
CT 0 1 1 1 2 1 107.79 UM
107.79 1 0 0 1 6 CT 107.79 PRICE
107.79 1 0 1 0 6 107.79 . PRICE

PGC88211 0 0 0 0 8 . TOWEL ITEM
TOWEL 0 1 0 0 5 PGC88211 BOUNTY B-DES
BOUNTY 0 1 0 0 6 TOWEL SAS I-DES
SAS 0 1 0 0 3 BOUNTY 8/RL I-DES
8/RL 0 0 0 0 4 SAS WH I-DES
WH 0 1 0 1 2 8/RL 2 I-DES
2 1 0 0 0 1 WH PK QTY
PK 0 1 1 1 2 2 15.99 UM
15.99 1 0 0 1 5 PK 31.98 PRICE
31.98 1 0 1 0 5 15.99 . PRICE

DMN845354 0 0 0 0 9 . SUGAR ITEM
SUGAR 0 1 0 0 5 DMN845354 DOMINO B-DES
DOMINO 0 1 0 0 6 SUGAR 2000/CS I-DES
2000/CS 0 0 0 1 7 DOMINO 1 I-DES
1 1 0 0 0 1 2000/CS CS QTY
CS 0 1 1 1 2 1 15.99 UM
15.99 1 0 0 1 5 CS 15.99 PRICE
15.99 1 0 1 0 5 15.99 . PRICE

GMT14732 0 0 0 0 8 . TEA ITEM
TEA 0 1 0 0 3 GMT14732 KCUP B-DES
KCUP 0 1 0 0 4 TEA LEMON I-DES
LEMON 0 1 0 0 5 KCUP ZINGER I-DES
ZINGER 0 1 0 0 6 LEMON 24BX I-DES
24BX 0 0 0 1 4 ZINGER 2 I-DES
2 1 0 0 0 1 24BX BX QTY
BX 0 1 1 1 2 2 13.74 UM
13.74 1 0 0 1 5 BX 27.48 PRICE
27.48 1 0 1 0 5 13.74 . PRICE

RAC89882 0 0 0 0 8 . WIPES ITEM
WIPES 0 1 0 0 5 RAC89882 DISNF B-DES
DISNF 0 1 0 0 5 WIPES EMB I-DES
EMB 0 1 0 0 3 DISNF LEM I-DES
LEM 0 1 0 0 3 EMB CL I-DES
CL 0 1 0 0 2 LEM WH I-DES
WH 0 1 0 1 2 CL 1 I-DES
1 1 0 0 0 1 WH PK QTY
PK 0 1 1 1 2 1 22.99 UM
22.99 1 0 0 1 5 PK 22.99 PRICE
22.99 1 0 1 0 5 22.99 . PRICE

IVR78825 0 0 0 0 8 . DISC ITEM
DISC 0 1 0 0 4 IVR78825 CD-RW B-DES
CD-RW 0 0 0 0 5 DISC 4X-12X I-DES
4X-12X 0 0 0 0 6 CD-RW 25/PK I-DES
25/PK 0 0 0 1 5 4X-12X 1 I-DES
1 1 0 0 0 1 25/PK PK QTY
PK 0 1 1 1 2 1 16.99 UM
16.99 1 0 0 1 5 PK 16.99 PRICE
16.99 1 0 1 0 5 16.99 . PRICE

BLZ16924 0 0 0 0 8 . WATER ITEM
WATER 0 1 0 0 5 BLZ16924 BLIZZARD B-DES
BLIZZARD 0 1 0 0 8 WATER 1/2L I-DES
1/2L 0 0 0 0 4 BLIZZARD 24/CT I-DES
24/CT 0 0 0 1 5 1/2L 2 I-DES
2 1 0 0 0 1 24/CT CT QTY
CT 0 1 1 1 2 2 3.49 UM
3.49 1 0 0 1 4 CT 6.98 PRICE
6.98 1 0 1 0 4 3.49 . PRICE

DXE5342CDPK 0 0 0 0 11 . CUP ITEM
CUP 0 1 0 0 3 DXE5342CDPK HOT B-DES
HOT 0 1 0 0 3 CUP 12OZ I-DES
12OZ 0 0 0 0 4 HOT 5O/PK I-DES
5O/PK 0 0 0 1 5 12OZ 1 I-DES
1 1 0 0 0 1 5O/PK PK QTY
PK 0 1 1 1 2 1 9.99 UM
9.99 1 0 0 1 4 PK 9.99 PRICE
9.99 1 0 1 0 4 9.99 . PRICE

DXEUX9WS 0 0 0 0 8 . PLATE.ULTRALUX ITEM
PLATE.ULTRALUX 0 0 0 1 14 DXEUX9WS 8 B-DES
8 1 0 0 0 1 PLATE.ULTRALUX 1/2" I-DES
1/2" 0 0 1 0 4 8 500/CT I-DES
500/CT 0 0 0 1 6 1/2" 1 I-DES
1 1 0 0 0 1 500/CT CT QTY
CT 0 1 1 1 2 1 54.87 UM
54.87 1 0 0 1 5 CT 54.87 PRICE
54.87 1 0 1 0 5 54.87 . PRICE

UNV07071 0 0 0 0 8 . MARKER ITEM
MARKER 0 1 0 0 6 UNV07071 PERMNT B-DES
PERMNT 0 1 0 0 6 MARKER FINE I-DES
FINE 0 1 0 0 4 PERMNT BK I-DES
BK 0 1 0 1 2 FINE 2 I-DES
2 1 0 0 0 1 BK DZ QTY
DZ 0 1 1 1 2 2 7.99 UM
7.99 1 0 0 1 4 DZ 15.98 PRICE
15.98 1 0 1 0 5 7.99 . PRICE

SAN27025 0 0 0 0 8 . HILGHTER ITEM
HILGHTER 0 1 0 0 8 SAN27025 PKT B-DES
PKT 0 1 0 0 3 HILGHTER ACCENT.FYW I-DES
ACCENT.FYW 0 0 0 1 10 PKT 1 I-DES
1 1 0 0 0 1 ACCENT.FYW DZ QTY
DZ 0 1 1 1 2 1 8.99 UM
8.99 1 0 0 1 4 DZ 8.99 PRICE
8.99 1 0 1 0 4 8.99 . PRICE

SAN25026 0 0 0 0 8 . HILIGHTER ITEM
HILIGHTER 0 1 0 0 9 SAN25026 MJR B-DES
MJR 0 1 0 0 3 HILIGHTER ACCENT I-DES
ACCENT 0 1 0 0 6 MJR FLG I-DES
FLG 0 1 0 1 3 ACCENT 1 I-DES
1 1 0 0 0 1 FLG DZ QTY
DZ 0 1 1 1 2 1 8.99 UM
8.99 1 0 0 1 4 DZ 8.99 PRICE
8.99 1 0 1 0 4 8.99 . PRICE

SAN25025 0 0 0 0 8 . HILIGHTER ITEM
HILIGHTER 0 1 0 0 9 SAN25025 MJR B-DES
MJR 0 1 0 0 3 HILIGHTER ACCENT I-DES
ACCENT 0 1 0 0 6 MJR FYW I-DES
FYW 0 1 0 1 3 ACCENT 3 I-DES
3 1 0 0 0 1 FYW DZ QTY
DZ 0 1 1 1 2 3 8.99 UM
8.99 1 0 0 1 4 DZ 26.97 PRICE
26.97 1 0 1 0 5 8.99 . PRICE

SAN25006 0 0 0 0 8 . HILIGHTER ITEM
HILIGHTER 0 1 0 0 9 SAN25006 MJR B-DES
MJR 0 1 0 0 3 HILIGHTER ACCENT I-DES
ACCENT 0 1 0 0 6 MJR OE I-DES
OE 0 1 0 1 2 ACCENT 1 I-DES
1 1 0 0 0 1 OE DZ QTY
DZ 0 1 1 1 2 1 8.99 UM
8.99 1 0 0 1 4 DZ 8.99 PRICE
8.99 1 0 1 0 4 8.99 . PRICE

AVE03400 0 0 0 0 8 . BINDER ITEM
BINDER 0 1 0 0 6 AVE03400 ECNMY B-DES
ECNMY 0 1 0 0 5 BINDER RND I-DES
RND 0 1 0 0 3 ECNMY RING I-DES
RING 0 1 0 0 4 RND BNDR I-DES
BNDR 0 1 0 0 4 RING 1-112" I-DES
1-112" 0 0 0 0 6 BNDR BLUE I-DES
BLUE 0 1 0 1 4 1-112" 1 I-DES
1 1 0 0 0 1 BLUE EA QTY
EA 0 1 1 1 2 1 4.19 UM
4.19 1 0 0 1 4 EA 4.19 PRICE
4.19 1 0 1 0 4 4.19 . PRICE

(WLJ36834NBL) 0 0 0 0 13 . . B-DES

AVE05726 0 0 0 0 8 . BINDERVIEW ITEM
BINDERVIEW 0 1 0 0 10 AVE05726 1.5" B-DES
1.5" 0 0 0 0 4 BINDERVIEW WHITE I-DES
WHITE 0 1 0 0 5 1.5" (18557)(WLJ36234W) I-DES
(18557)(WLJ36234W) 0 0 0 1 18 WHITE 4 I-DES
4 1 0 0 0 1 (18557)(WLJ36234W) EA QTY
EA 0 1 1 1 2 4 6.74 UM
6.74 1 0 0 1 4 EA 26.96 PRICE
26.96 1 0 1 0 5 6.74 . PRICE

AVE11111 0 0 0 0 8 . INDEX ITEM
INDEX 0 1 0 0 5 AVE11111 BNDR B-DES
BNDR 0 1 0 0 4 INDEX 11X8.5 I-DES
11X8.5 0 0 0 0 6 BNDR 8CLRD I-DES
8CLRD 0 0 0 1 5 11X8.5 2 I-DES
2 1 0 0 0 1 8CLRD ST QTY
ST 0 1 1 1 2 2 1.85 UM
1.85 1 0 0 1 4 ST 3.7 PRICE
3.7 1 0 1 0 3 1.85 . PRICE

HEWCF380A 0 0 0 0 9 . TONER ITEM
TONER 0 1 0 0 5 HEWCF380A BLK.312A-2.4K B-DES
BLK.312A-2.4K 0 0 0 1 13 TONER 3 I-DES
3 1 0 0 0 1 BLK.312A-2.4K EA QTY
EA 0 1 1 1 2 3 91.99 UM
91.99 1 0 0 1 5 EA 275.97 PRICE
275.97 1 0 1 0 6 91.99 . PRICE

HEWCF440AM 0 0 0 0 10 . TONER ITEM
TONER 0 1 0 0 5 HEWCF440AM HP312A B-DES
HP312A 0 0 0 0 6 TONER 3PK I-DES
3PK 0 0 0 0 3 HP312A LJ I-DES
LJ 0 1 0 0 2 3PK AST I-DES
AST 0 1 0 1 3 LJ 2 I-DES
2 1 0 0 0 1 AST PK QTY
PK 0 1 1 1 2 2 331.99 UM
331.99 1 0 0 1 6 PK 663.98 PRICE
663.98 1 0 1 0 6 331.99 . PRICE

HAM122549 0 0 0 0 9 . PAPER ITEM
PAPER 0 1 0 0 5 HAM122549 COVER B-DES
COVER 0 1 0 0 5 PAPER CLR I-DES
CLR 0 1 0 0 3 COVER COPY I-DES
COPY 0 1 0 0 4 CLR 60#WHT.250/PK I-DES
60#WHT.250/PK 0 0 0 1 13 COPY 1 I-DES
1 1 0 0 0 1 60#WHT.250/PK PK QTY
PK 0 1 1 1 2 1 14.99 UM
14.99 1 0 0 1 5 PK 14.99 PRICE
14.99 1 0 1 0 5 14.99 . PRICE

CASPOL2411 0 0 0 0 10 . PAPER ITEM
PAPER 0 1 0 0 5 CASPOL2411 8.5X11 B-DES
8.5X11 0 0 0 0 6 PAPER 24LB. I-DES
24LB. 0 0 0 0 5 8.5X11 WHTE I-DES
WHTE 0 1 0 1 4 24LB. 2 I-DES
2 1 0 0 0 1 WHTE CT QTY
CT 0 1 1 1 2 2 81.29 UM
81.29 1 0 0 1 5 CT 162.58 PRICE
162.58 1 0 1 0 6 81.29 . PRICE

ACM90015 0 0 0 0 8 . FIRST ITEM
FIRST 0 1 0 0 5 ACM90015 AID.IBUPROFEN B-DES
AID.IBUPROFEN 0 0 0 0 13 FIRST 50- I-DES
50- 0 0 0 0 3 AID.IBUPROFEN 2/PK I-DES
2/PK 0 0 0 1 4 50- 1 I-DES
1 1 0 0 0 1 2/PK BX QTY
BX 0 1 1 1 2 1 17.79 UM
17.79 1 0 0 1 5 BX 17.79 PRICE
17.79 1 0 1 0 5 17.79 . PRICE

PAP89465 0 0 0 0 8 . PEN ITEM
PEN 0 1 0 0 3 PAP89465 PROFILE B-DES
PROFILE 0 1 0 0 7 PEN RT I-DES
RT 0 1 0 0 2 PROFILE BP I-DES
BP 0 1 0 0 2 RT BK I-DES
BK 0 1 0 1 2 BP 2 I-DES
2 1 0 0 0 1 BK DZ QTY
DZ 0 1 1 1 2 2 12.99 UM
12.99 1 0 0 1 5 DZ 25.98 PRICE
25.98 1 0 1 0 5 12.99 . PRICE

HAM122549 0 0 0 0 9 . PAPER ITEM
PAPER 0 1 0 0 5 HAM122549 COVER B-DES
COVER 0 1 0 0 5 PAPER CLR I-DES
CLR 0 1 0 0 3 COVER COPY I-DES
COPY 0 1 0 0 4 CLR 60#WHT I-DES
60#WHT 0 0 0 0 6 COPY 250/PK I-DES
250/PK 0 0 0 1 6 60#WHT 2 I-DES
2 1 0 0 0 1 250/PK PK QTY
PK 0 1 1 1 2 2 14.99 UM
14.99 1 0 0 1 5 PK 29.98 PRICE
29.98 1 0 1 0 5 14.99 . PRICE

RUB18523 0 0 0 0 8 . FILE ITEM
FILE 0 1 0 0 4 RUB18523 WALL B-DES
WALL 0 1 0 0 4 FILE LTR I-DES
LTR 0 1 0 0 3 WALL 3PC/ST I-DES
3PC/ST 0 0 0 0 6 LTR BK I-DES
BK 0 1 0 1 2 3PC/ST 2 I-DES
2 1 0 0 0 1 BK ST QTY
ST 0 1 1 1 2 2 69.3 UM
69.3 1 0 0 1 4 ST 138.6 PRICE
138.6 1 0 1 0 5 69.3 . PRICE

VEK91650 0 0 0 0 8 . FASTENER ITEM
FASTENER 0 1 0 0 8 VEK91650 REMVBLE B-DES
REMVBLE 0 1 0 0 7 FASTENER 3"X1' I-DES
3"X1' 0 0 0 0 5 REMVBLE WH I-DES
WH 0 1 0 1 2 3"X1' 2 I-DES
2 1 0 0 0 1 WH EA QTY
EA 0 1 1 1 2 2 5.74 UM
5.74 1 0 0 1 4 EA 11.48 PRICE
11.48 1 0 1 0 5 5.74 . PRICE

HEWCE505D 0 0 0 0 9 . TONER ITEM
TONER 0 1 0 0 5 HEWCE505D CE505 B-DES
CE505 0 0 0 0 5 TONER DUAL I-DES
DUAL 0 1 0 0 4 CE505 PACK I-DES
PACK 0 1 0 0 4 DUAL BK I-DES
BK 0 1 0 1 2 PACK 1 I-DES
1 1 0 0 0 1 BK EA QTY
EA 0 1 1 1 2 1 162.99 UM
162.99 1 0 0 1 6 EA 162.99 PRICE
162.99 1 0 1 0 6 162.99 . PRICE

WBM24200 0 0 0 0 8 . PAPER ITEM
PAPER 0 1 0 0 5 WBM24200 XERO/DUP B-DES
XERO/DUP 0 0 0 0 8 PAPER WE I-DES
WE 0 1 0 0 2 XERO/DUP LGL I-DES
LGL 0 1 0 0 3 WE 20# I-DES
20# 0 0 0 1 3 LGL 1 I-DES
1 1 0 0 0 1 20# RM QTY
RM 0 1 1 1 2 1 11.24 UM
11.24 1 0 0 1 5 RM 11.24 PRICE
11.24 1 0 1 0 5 11.24 . PRICE

WBM21200 0 0 0 0 8 . PAPER ITEM
PAPER 0 1 0 0 5 WBM21200 XERO/DUP B-DES
XERO/DUP 0 0 0 0 8 PAPER WE I-DES
WE 0 1 0 0 2 XERO/DUP LTR I-DES
LTR 0 1 0 0 3 WE 20# I-DES
20# 0 0 0 1 3 LTR 2 I-DES
2 1 0 0 0 1 20# CT QTY
CT 0 1 1 1 2 2 46.99 UM
46.99 1 0 0 1 5 CT 93.98 PRICE
93.98 1 0 1 0 5 46.99 . PRICE

ALL25405 0 0 0 0 8 . RUBBERBANDS ITEM
RUBBERBANDS 0 1 0 0 11 ALL25405 SIZE#117B B-DES
SIZE#117B 0 0 0 0 9 RUBBERBANDS NTN I-DES
NTN 0 1 0 1 3 SIZE#117B 1 I-DES
1 1 0 0 0 1 NTN BX QTY
BX 0 1 1 1 2 1 10.49 UM
10.49 1 0 0 1 5 BX 10.49 PRICE
10.49 1 0 1 0 5 10.49 . PRICE

UNV10210 0 0 0 0 8 . CLIP ITEM
CLIP 0 1 0 0 4 UNV10210 BINDER B-DES
BINDER 0 1 0 1 6 CLIP 1.25 I-DES
1.25 1 0 0 1 4 BINDER 3 I-DES
3 1 0 1 0 1 1.25 DZ QTY
DZ 0 1 1 1 2 3 3.24 UM
3.24 1 0 0 1 4 DZ 9.72 PRICE
9.72 1 0 1 0 4 3.24 . PRICE

ACC72020 0 0 0 0 8 . CLIP ITEM
CLIP 0 1 0 0 4 ACC72020 BND B-DES
BND 0 1 0 0 3 CLIP #20 I-DES
#20 0 0 0 1 3 BND 2 I-DES
2 1 0 0 0 1 #20 DZ QTY
DZ 0 1 1 1 2 2 1.84 UM
1.84 1 0 0 1 4 DZ 3.68 PRICE
3.68 1 0 1 0 4 1.84 . PRICE

GMT14737 0 0 0 0 8 . TEA ITEM
TEA 0 1 0 0 3 GMT14737 KCUP B-DES
KCUP 0 1 0 0 4 TEA GREEN I-DES
GREEN 0 1 0 0 5 KCUP DECAF I-DES
DECAF 0 1 0 0 5 GREEN 24/BX I-DES
24/BX 0 0 0 1 5 DECAF 1 I-DES
1 1 0 0 0 1 24/BX BX QTY
BX 0 1 1 1 2 1 14.99 UM
14.99 1 0 0 1 5 BX 14.99 PRICE
14.99 1 0 1 0 5 14.99 . PRICE

GMT6570 0 0 0 0 7 . COFFEE ITEM
COFFEE 0 1 0 0 6 GMT6570 KCUP B-DES
KCUP 0 1 0 0 4 COFFEE OUR I-DES
OUR 0 1 0 0 3 KCUP 8LEND I-DES
8LEND 0 0 0 0 5 OUR 24/BX I-DES
24/BX 0 0 0 1 5 8LEND 1 I-DES
1 1 0 0 0 1 24/BX BX QTY
BX 0 1 1 1 2 1 14.99 UM
14.99 1 0 0 1 5 BX 14.99 PRICE
14.99 1 0 1 0 5 14.99 . PRICE

GMT6520 0 0 0 0 7 . COFFEE ITEM
COFFEE 0 1 0 0 6 GMT6520 K-CUP B-DES
K-CUP 0 0 0 0 5 COFFEE BREAKFAST I-DES
BREAKFAST 0 1 0 0 9 K-CUP BLEND.LIGHT.24EA/BX I-DES
BLEND.LIGHT.24EA/BX 0 0 0 1 19 BREAKFAST 4 I-DES
4 1 0 0 0 1 BLEND.LIGHT.24EA/BX BX QTY
BX 0 1 1 1 2 4 13.99 UM
13.99 1 0 0 1 5 BX 55.96 PRICE
55.96 1 0 1 0 5 13.99 . PRICE

PGC88211 0 0 0 0 8 . TOWEL. ITEM
TOWEL. 0 0 0 0 6 PGC88211 BOUNTY B-DES
BOUNTY 0 1 0 0 6 TOWEL. SAS I-DES
SAS 0 1 0 0 3 BOUNTY 8/RL I-DES
8/RL 0 0 0 0 4 SAS WH I-DES
WH 0 1 0 1 2 8/RL 2 I-DES
2 1 0 0 0 1 WH PK QTY
PK 0 1 1 1 2 2 15.99 UM
15.99 1 0 0 1 5 PK 31.98 PRICE
31.98 1 0 1 0 5 15.99 . PRICE

PERR11476903 0 0 0 0 12 . WATER ITEM
WATER 0 1 0 0 5 PERR11476903 ECO B-DES
ECO 0 1 0 0 3 WATER POLAND I-DES
POLAND 0 1 0 0 6 ECO SPRING.1/2L I-DES
SPRING.1/2L 0 0 0 0 11 POLAND 24/CT I-DES
24/CT 0 0 0 1 5 SPRING.1/2L 5 I-DES
5 1 0 0 0 1 24/CT CT QTY
CT 0 1 1 1 2 5 8.99 UM
8.99 1 0 0 1 4 CT 44.95 PRICE
44.95 1 0 1 0 5 8.99 . PRICE

ACM13135 0 0 0 0 8 . SCISSORS ITEM
SCISSORS 0 1 0 0 8 ACM13135 8" B-DES
8" 0 0 0 0 2 SCISSORS STRAIGHT I-DES
STRAIGHT 0 1 0 0 8 8" BK I-DES
BK 0 1 0 1 2 STRAIGHT 1 I-DES
1 1 0 0 0 1 BK EA QTY
EA 0 1 1 1 2 1 5.69 UM
5.69 1 0 0 1 4 EA 5.69 PRICE
5.69 1 0 1 0 4 5.69 . PRICE

SMD12040 0 0 0 0 8 . FOLDER ITEM
FOLDER 0 1 0 0 6 SMD12040 MLA B-DES
MLA 0 1 0 0 3 FOLDER 2FSTNR I-DES
2FSTNR 0 0 0 0 6 MLA LTR I-DES
LTR 0 1 0 0 3 2FSTNR BE I-DES
BE 0 1 0 1 2 LTR 1 I-DES
1 1 0 0 0 1 BE BX QTY
BX 0 1 1 1 2 1 48.49 UM
48.49 1 0 0 1 5 BX 48.49 PRICE
48.49 1 0 1 0 5 48.49 . PRICE

SMD12740 0 0 0 0 8 . FOLDER ITEM
FOLDER 0 1 0 0 6 SMD12740 MLA B-DES
MLA 0 1 0 0 3 FOLDER 2FSTNR I-DES
2FSTNR 0 0 0 0 6 MLA LTR I-DES
LTR 0 1 0 0 3 2FSTNR RD I-DES
RD 0 1 0 1 2 LTR 1 I-DES
1 1 0 0 0 1 RD BX QTY
BX 0 1 1 1 2 1 48.49 UM
48.49 1 0 0 1 5 BX 48.49 PRICE
48.49 1 0 1 0 5 48.49 . PRICE

HEWCF440AM 0 0 0 0 10 . TONER ITEM
TONER 0 1 0 0 5 HEWCF440AM HP312A B-DES
HP312A 0 0 0 0 6 TONER 3PK I-DES
3PK 0 0 0 0 3 HP312A LJ I-DES
LJ 0 1 0 0 2 3PK AST I-DES
AST 0 1 0 1 3 LJ 2 I-DES
2 1 0 0 0 1 AST PK QTY
PK 0 1 1 1 2 2 331.99 UM
331.99 1 0 0 1 6 PK 663.98 PRICE
663.98 1 0 1 0 6 331.99 . PRICE

AVE11129 0 0 0 0 8 . lNDEX ITEM
lNDEX 0 1 0 0 5 AVE11129 READY B-DES
READY 0 1 0 0 5 lNDEX 1-31 I-DES
1-31 0 0 0 1 4 READY 4 I-DES
4 1 0 0 0 1 1-31 ST QTY
ST 0 1 1 1 2 4 8.99 UM
8.99 1 0 0 1 4 ST 35.96 PRICE
35.96 1 0 1 0 5 8.99 . PRICE

AVE11127 0 0 0 0 8 . lNDEX ITEM
lNDEX 0 1 0 0 5 AVE11127 BNDRLTR B-DES
BNDRLTR 0 1 0 0 7 lNDEX JAN-DEC I-DES
JAN-DEC 0 0 0 0 7 BNDRLTR CLR I-DES
CLR 0 1 0 1 3 JAN-DEC 2 I-DES
2 1 0 0 0 1 CLR ST QTY
ST 0 1 1 1 2 2 5.79 UM
5.79 1 0 0 1 4 ST 11.58 PRICE
11.58 1 0 1 0 5 5.79 . PRICE

SAN60126 0 0 0 0 8 . PEN ITEM
PEN 0 1 0 0 3 SAN60126 UNIBALL B-DES
UNIBALL 0 1 0 0 7 PEN VISION I-DES
VISION 0 1 0 0 6 UNIBALL FINE I-DES
FINE 0 1 0 0 4 VISION BK I-DES
BK 0 1 0 1 2 FINE 1 I-DES
1 1 0 0 0 1 BK DZ QTY
DZ 0 1 1 1 2 1 23.99 UM
23.99 1 0 0 1 5 DZ 23.99 PRICE
23.99 1 0 1 0 5 23.99 . PRICE

SAN33951 0 0 0 0 8 . PEN ITEM
PEN 0 1 0 0 3 SAN33951 GEL B-DES
GEL 0 1 0 0 3 PEN SIGNO I-DES
SIGNO 0 1 0 1 5 GEL 207 I-DES
207 1 0 0 0 3 SIGNO BE I-DES
BE 0 1 1 1 2 207 1 I-DES
1 1 0 0 0 1 BE DZ QTY
DZ 0 1 1 1 2 1 23.79 UM
23.79 1 0 0 1 5 DZ 23.79 PRICE
23.79 1 0 1 0 5 23.79 . PRICE

SAN33952 0 0 0 0 8 . PEN ITEM
PEN 0 1 0 0 3 SAN33952 GEL B-DES
GEL 0 1 0 0 3 PEN SIGNO I-DES
SIGNO 0 1 0 1 5 GEL 207 I-DES
207 1 0 0 0 3 SIGNO RD I-DES
RD 0 1 1 1 2 207 1 I-DES
1 1 0 0 0 1 RD DZ QTY
DZ 0 1 1 1 2 1 24.95 UM
24.95 1 0 0 1 5 DZ 24.95 PRICE
24.95 1 0 1 0 5 24.95 . PRICE

BICGSF11BE 0 0 0 0 10 . PEN ITEM
PEN 0 1 0 0 3 BICGSF11BE ROUND B-DES
ROUND 0 1 0 0 5 PEN STIC.FINE.BE I-DES
STIC.FINE.BE 0 0 0 1 12 ROUND 2 I-DES
2 1 0 0 0 1 STIC.FINE.BE DZ QTY
DZ 0 1 1 1 2 2 2.59 UM
2.59 1 0 0 1 4 DZ 5.18 PRICE
5.18 1 0 1 0 4 2.59 . PRICE

BICGSF11BK 0 0 0 0 10 . PEN ITEM
PEN 0 1 0 0 3 BICGSF11BK ROUND B-DES
ROUND 0 1 0 0 5 PEN STIC I-DES
STIC 0 1 0 0 4 ROUND FINE I-DES
FINE 0 1 0 0 4 STIC BK I-DES
BK 0 1 0 1 2 FINE 2 I-DES
2 1 0 0 0 1 BK DZ QTY
DZ 0 1 1 1 2 2 2.74 UM
2.74 1 0 0 1 4 DZ 5.48 PRICE
5.48 1 0 1 0 4 2.74 . PRICE

BICGSFG11RD 0 0 0 0 11 . PEN ITEM
PEN 0 1 0 0 3 BICGSFG11RD BPT B-DES
BPT 0 1 0 0 3 PEN RNDSTC I-DES
RNDSTC 0 1 0 0 6 BPT GRP I-DES
GRP 0 1 0 0 3 RNDSTC FN I-DES
FN 0 1 0 0 2 GRP RD I-DES
RD 0 1 0 1 2 FN 2 I-DES
2 1 0 0 0 1 RD DZ QTY
DZ 0 1 1 1 2 2 2.74 UM
2.74 1 0 0 1 4 DZ 5.48 PRICE
5.48 1 0 1 0 4 2.74 . PRICE

HEWCF380A 0 0 0 0 9 . TONER ITEM
